url,role,origine,bundle,shaders,besoin_fix,rebuild_dispo,note
http://cloud-3.steamusercontent.com/ugc/2474241114696859319/2846289D99E3CA2DC68F2BB8FC69ECF1ABE2072E/,principal,telecharge,delta_07,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696859485/0340EC3130B99413F05F2CB2544E9FDE79A3871D/,principal,telecharge,delta_40,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696859554/12CFFC76B71288B5426C2E57CC8A91F515B075F2/,principal,telecharge,delta_62,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696859651/A77E973493F46183AC97F68C1A191EC0E74F6A65/,principal,telecharge,delta_leader,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696882381/265198067C41DF8333A609EDCE831A547A68F28F/,secondaire,telecharge,delta_38mat 1,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696882497/A846281F67580B208A2BBBDADE7C601230486E20/,secondaire,telecharge,delta_40mat 1,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696882580/BE0E56B70A5D6B576BA4AAB83FDB1DB2BD835887/,secondaire,telecharge,delta_62mat 1,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2474241114696882664/1B6168DA14AFA3A40CC823399CC4072FD1B7E958/,secondaire,telecharge,delta_07mat 1,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175243825/0B07462AB1D02ACB64262C1E875E9DC5E3719850/,principal,telecharge,echo_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175243916/EFBD0137414E802232F64B02C78A9D9275C9C1CB/,principal,cache,hunter_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175243961/93E8549BC0F1F88228D651FAE226459945DC6651/,principal,telecharge,omega_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175244098/67CBDAB9CA48B24940FC743CEB778A526C990993/,principal,telecharge,tech_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175244156/4986205CB2289E6CF72269D9A17E6B2D405968DA/,principal,telecharge,wrecker_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2475370743175244300/863B36B154CA2A32E4C36B9CFBC47984846ECE3C/,principal,telecharge,crosshair_model,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682582649/F03C73249983DDC1178314FD61C7D53DA27840EE/,secondaire,telecharge,range_trooper_mat,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682582714/3AFE8876506FE4B261417033A0E804BA9146FECE/,secondaire,telecharge,rep_commandomat,BucketheadBits/Units/Color Replacer,oui,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669442/778C5CDC3ED0EF8036784484685D9C1E283AE229/,principal,telecharge,commando_1,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669514/964CC0732F05CF777C4F226E4A66B82C9B8F17F1/,principal,telecharge,commando_2,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669589/FE6E365D8DFE4186F7AE93CBEF854B84881DFA18/,principal,telecharge,commando_3,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669631/743A3F4EE203D22A0C7A8324994F8DD6D15337C0/,principal,telecharge,commando_leader,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669687/1A75297DAE22B6DFE46AF5B69EDC87652B23957F/,principal,telecharge,range_trooper_leader_model,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669758/7E6C79BDA776AD0618FF66FCD961C59DD6B0F4F1/,principal,telecharge,range_trooper_model,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669844/3306C99E1B2A23502CA35EEB63FC842EA7FB4E3A/,principal,telecharge,range_trooper_dlt-20a_model,,non,oui,
http://cloud-3.steamusercontent.com/ugc/2495630600682669896/C2F5892D64B3B5CE33A83A3F874C1A66594F6412/,principal,telecharge,range_trooper_t-21a_model,,non,oui,
http://cloud-3.steamusercontent.com/ugc/773995200348530664/5E248091F8CC37B1023257338D4947E4ADFE48AB/,secondaire,telecharge,arc_materials,,non,oui,
http://cloud-3.steamusercontent.com/ugc/773995528924546789/8774CBBDC3C4F18B11A444CC96EA5FE7F00DB48F/,secondaire,telecharge,bx_droid_materials,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/14648332786386280089/CFF5EDB1D4A6A8136BEC1997DEBF668DB0166B48/,principal,telecharge,ahsoka commander,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/15416532958990284151/F41C3DBAFCDCA9717ED5F6A53E6E46F1BFABA467/,principal,cache,ahsoka padawn,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/16432158164944196/4594ADE002844CEEB6FB9A75E17AA802FCAE89FF/,principal,telecharge,crab 1 variant,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2446089105226763008/9B5002BC5C049F340FF7CDBC875F5053A5DB2574/,principal,telecharge,djin djarin 10k,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2446089105227025807/2E7D8F479762060CAF447A2E5A6C27891C314EA2/,principal,telecharge,moff gideon 10k,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2446089105227059084/0EB4EE32683338BC754DA5EC1F613ABA71048E90/,principal,telecharge,kallus 10k,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2446090001278329724/E8E229E0E3FB6230D9F5A1823C71032A0FC9F2D0/,principal,telecharge,7th sister,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2456221571853672166/B86F663B609267644D837B4F18C59614C6785229/,principal,telecharge,5th test,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2478747809407737751/27A207BFDA271D2EA267D400CBDF551B11EE093C/,principal,telecharge,legion stormtrooper,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2478747809413608082/BD8A164AAD4C70AE2F8CB8165F3D2DC9FD94C778/,principal,telecharge,legion storm trooper leader,,non,non,
https://steamusercontent-a.akamaihd.net/ugc/2482129948495931625/A14C0E047A0C7C8D12B96B34A16D2DAAA3A5E9E3/,principal,cache,poi_token,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649821412/A274C8B3E646E0EBFB81D282570C5A1C6D263F2B/,principal,telecharge,riot_2,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649821497/585AF58548561265B23B01A56577DE0732464636/,principal,telecharge,riot_3,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649821557/0B4EFC2CDDBC7BB72768141562946583278CAAD6/,principal,telecharge,riot_4,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649821645/5FF305DCBED87DDE0DC92AB430557E501D5CDFC2/,principal,telecharge,riot_leader,,non,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649821736/A6557A52AB579A320023B7028C55A38815DC566E/,secondaire,telecharge,riot_stormtrooper_mat,BucketheadBits/Units/Color Replacer,oui,oui,
https://steamusercontent-a.akamaihd.net/ugc/2491137781649838294/7197479F9D7ADF9DB1287E740A469A0E5C28F2ED/,principal,telecharge,stormtroopermarksman,,non,oui,
